,h_vehicle_hash,fin
13104,d3ce4e8383d20b08ec7f4d8479dce09f06efe112,W1T58192813591905
13105,2cae1f6926578a59a388b1bfe4992e31a1bb1608,NMB60165410715330
13106,f062e79eba146f2d7f8e384f443c7b2eb897a58f,NMB51201683184502
13107,7b8cafa8926f82a8ca01e40a93447d3388bf04ae,WDB51770161617205
13108,fe8b317085af71eb10a23c78682651bfa57fe368,WEB92548844507291
13109,be22736c335f985e36425b92f1069fb59264de25,W1T88567980970061
13110,94e966bfe84d45d9090a83a63ee0cd0d7d7e84e1,W1T64733891654777
13111,42eb764ba3d4885d5a268d9a5cc04b40cbbfb05c,WEB93677565965236
13112,75a8150ca583327d1fef8c6d1a9f91c659920cd4,NMB30658379123632
13113,f1701337caebc1cf400583409e86b83b264fbb8d,WEB68552726143603
13114,e9907c9d6e51d710cbbe4d613a628b9cec166353,WEB81236786400171
13115,07e7a128b33a1a961774db2b188275f3f0152da6,WEB73158346683376
13116,5f1687c87f75669ddf059a18140b26a7e1587ab9,W1T79278300702960
13117,8c9a5482aab3e6e6742e467ff7c90f0cb4a43563,NMB55817545353734
13118,fdeef7bc0188b3846d4f9ad8e84688b29dbabb1e,WEB90842602196650
13119,c0300c11029998e91f2c90d02ae9f3861492e23a,WEB97406417251161
13120,d116b63cbc4f3cc85bb96d4845ce24f9cb3da60c,NMB35266011657070
13121,d4ea92cd0b08e9062e4d71dd0bfebac8ef2b8756,WDB68376912339129
13122,b5059f40688d86785d87dc816316dfe3e54666cc,WEB26355932214528
13123,64e55128cf7645ea1149db3336c012aa53616b3a,W1T87420666722835
13124,8327fb9e01ec144688f47ce0e077f59c8e12c862,WEB51429795989976
13125,1a95b0fb65e31cac8adf790df851661e121012c1,W1T19341943998264
13126,a76103b8d54fce61d0f276eb8a226f188edbff2b,NMB47945727375545
13127,51fdc236561cdb05694a5d8258b5175178a3d65b,W1T90933419248221
13128,2729fa90d6c55ffb14e167ab4d722696b7fd057f,WEB77061386766600
13129,949d2c5bc3b8c4639bf14be94e24601da46086bd,W1T59436370685758
13130,611ed7e5dd1a10a7580948b4e712cdae47dba57d,WEB74767921583772
13131,895a3ea5a5845857b76424c166b2a5e6f69ab815,W1T76528635964767
13132,c8056e000bb19a7ea9837f9434714130f5ec2ba0,W1T64182954616500
13133,108c8e0b9d510edf523745309a93c4d8e4d60eb3,NMB90886149058342
13134,d7616f8c483b8a5316dab8da61c50330f9e1d58b,W1T42406825196506
13135,16bd7acfadd6cf7eb56f616e387fefe8c3be1d83,NMB29753237263719
13136,2ed2e26f5c1fc05389a0a56c71bb9fda02318e4c,NMB44027704987907
13137,f14e101e2adc0723a9a92477d4cd9101de3b6ef6,W1T60637290867415
13138,c39ef5f454869375195c9f447aba962b79f3cb2b,WDB54353661216296
13139,7ea83f005b0f99de6c05e8e0cfc737add2834475,WDB64316997932023
13140,e288c577bb35c6b91e7552532f71d2c8a69fe4a4,WDB87176488662483
13141,9532f596bb668758cf830fc462482d5b752debb7,WEB27645414740069
13142,8538ef8a71dee3cb9f55874be8e6eb0eff498330,WDB65053638557643
13143,c647083379e5a00d9e8575369cf93ee44e4eefa2,NMB33593257458805
13144,d5164dd87f9650ba3420bbe01f5acbef735ca820,NMB75109441473857
13145,b7548cea61408a791d821076ddd02dcd6dcdb588,WDB35053763275558
13146,13de49d004ccbe74485a77a269867335c9c585a0,WDB11249540158851
13147,509a8be16ab0cad28ae36fd18a85ce9f72bb8167,NMB62045552485907
13148,4637ba382fba8fe5b318fc64b42ef2e6bb485832,NMB45727283966277
13149,14f2a7e353caa96c808fe34494619cdb4af44d98,W1T55476507447765
13150,ea9ff3f1189bc51d22336527dc3fe76dff93fc76,W1T65797483637283
13151,41223af1901a1410fb76da92ed3c01b19a002df7,NMB70675778986171
13152,5dc50e40adc763660f3c7e52dd68029fab784b44,WEB79387617718798
13153,efd81305d1a5e2f1eea31b2b95275abb25063f6c,NMB33681523519301
13154,7aefd42dc999ac9571b8beb2c98f394f474fa483,NMB11708410111302
13155,a08f94924b1e1332f543944378a85bea75df7a49,WDB51217102619371
13156,924003c9c813205636a337450ed9ce23ace6d5e9,WEB55671807901312
13157,712a63e6ed9dec7439e1c2b9f4f45ad22b4be7a2,W1T69316600936805
13158,094bfeb56de1cf617eb8cad2666b18cfea6dd599,WEB42156532138998
13159,95e9c9fb33970ea2d046dca349d6e2abb921da2b,WEB35770104372029
13160,9129d532e73a291870f14ed99ce26da2c165573f,WDB73250491730382
13161,61dfd6ebfb1ab65b45ffca829faf3d16b001ecb5,W1T35521298714925
13162,5be40f63b411d1ccdbb60459146d7ce6355ecc79,WEB35720814912207
13163,4f70008c6b6b6ed3db8048f68dad604c33c8dc5b,WDB70295032308299
13164,09b4ec13d726839b718a74f5572af11b1e97688b,WEB54278793489548
13165,ae506183677ec40409ff9b5d6f3beb0a366656e4,WDB44507121707978
13166,1bd3b53e1a6325c9206dd0ee5ff300fd3a51a24b,W1T79915538573190
13167,24e0a4d86061ea744dc4e59eb7d0d2088fc8261e,WEB23038446848057
13168,02354cb0e0bd0d519c6b2da5b8e17147a8290843,WEB65250046090788
13169,5065412421dfbc245d414caef4943636b8b33263,WDB93728536542410
13170,b519872dac20911dff731ac9bb262563b54585b6,WDB32163825196974
13171,022a30639164ef08463377830dd1035c61216931,W1T32854382604446
13172,d3c5a0a2dda7c9ab8c774293a4e41244097613c8,NMB72966416671506
13173,71756ecadd3e5f2988ae2d8d2694b3683039063b,WEB92385485753626
13174,29f10f7ae7a9de09cd7f42a81530b2443b03f945,W1T44231758875416
13175,66baa206e0c9ba7b74ad07ac862ea1fc8143127a,W1T82683532237688
13176,876286a8d64660160e9b05cc71582186e76f16e0,WDB14012620933555
13177,12b4022e0e0b9b3c4389aeb03b1f4bb7fc9498f1,WDB61748177347443
13178,be66098165b5105a110d68920c70ff8933dfe5ae,NMB67843794235475
13179,999b89f68b819fbb8780e67bac7ebf752b62c5be,WEB18028789728842
13180,ed5cb0f6d19b4e04116de0d2417d8cfe6e1a0e38,WEB66459322848292
13181,f519c66a1411112b0117f5dbd4506dee1f4418f5,WEB76117308920761
13182,bc1cbb75c757114eba0b2c34ea8f40dbecf19488,W1T80902061373801
13183,f8eec721a4e8ac1d37b2cd3c496a1e4091a96e61,WDB22917318633040
13184,1175a8944b6eef1adb5f453a7bc77016f3518efc,WEB42393385713466
13185,70d58338da0aca85da204e1185f99af5ef083217,NMB53169563842916
13186,0186aa06f39cd08efc9a5a938b95d35a4938b5d6,NMB22799511124934
13187,bf2f0f98622db69f13bc487edb0fba4850c57752,W1T29090670246178
13188,a84a7902affa817a2098f013562763ccf09b6501,NMB20166367269406
13189,3fc61a0e653bd8703eed70b71af4afd173136c14,WDB10693663555500
13190,ba2acdc0c584101b0b907efaee4b4831db135e77,WEB52656834198406
13191,a1eb33a42be622b87c8feb0bf76b9c3f913e92c8,WEB59799863540308
13192,4c21951a85d93bcaa7b4ea64e3b43e3fecff689a,WDB15797441236157
13193,57637814a83d76bb9fc7dd5261e40a976383c53c,WDB84016920064429
13194,03c29e38ba15b58b25d349933cbd7c3cc7d99e07,W1T90007413850382
13195,a08f1cbe156d5e3089b11c8879b7038421b9892b,WEB71024057241331
13196,adb307a08cb84494d2ada397065c4bfad57b3703,NMB60737777280921
13197,8f51d03765beefc0a0f60c0226ba418ff77a36d4,NMB12608269996233
13198,a3165df4599019ffa1976b57eb6a44baf51a6b9a,NMB62393736337474
13199,695ab08993751628d69a64f8e4ebf1394f19adc3,W1T72471725446258
13200,875b2908bf9a8d088c5ecb385482e1f0e5b69bbe,WEB93391058475067
13201,783cf299db07b4a89d307a58e3028feb3abe3b44,NMB16716517356791
13202,1df9356554a4865549478775d51d6318df46079d,WDB35505466062068
13203,c0bda532227bef7741a52988e48a81ebd01b3af0,WDB10413807192437
13204,ec61d69e07bf43322919ce230e4c9b4c155bab08,W1T15940421347033
13205,e1538b608bda527db48d8260a05859ea12cf759c,NMB13311611453305
13206,9f7f5a49a3b35e64e6e148a15b0669043f35e086,W1T76057358923680
13207,c43f23da4f88f41b9a31ff2a9bd6fba2edd7c634,WEB32789525816655
13208,2c8c64b214c42df270defe961703e30477a37b2a,WDB15627118220698
13209,e5441784f33e25de17ff46cb8fa597f917093db5,WDB38775426404938
13210,493e9e8374db547c732d36538dc1334f2ff99416,NMB60111693868151
13211,3c3007ddea9dec1f6a46f91af2fa3f97708aa937,W1T26125737418942
13212,b31d531fca8bae9a8b70113e7da935b6f12e1ebf,W1T50385569238828
13213,31e8ef533ad0d6654ebd107c8ad542c4f76deece,NMB65809683071171
13214,e53bc17a2d2ae5a39037daffd9807b3e469fe475,NMB33585305312736
13215,32bbad88c6cd9ddc59bf2a5d6869742dae37fbf2,WEB59696017042279
13216,a226b00e4a3e9616bfd135ff23509fef5e49707e,WEB65676279357632
13217,bcc7087f070082d48bf5dd7c5f6df5bb2d3493b9,WDB30259274368301
13218,0c76f546791ac6e671aabf23dbd48da13c2c6842,WDB66396108125068
13219,2a596be3f2b81b947fc1c393746707188360a08f,WEB23214379094924
13220,81a6e6bf66f4635db709165a0904120e1b53c27e,WDB63614682182007
13221,41d8003fc06221275342f97bfce732ffa67f6e37,W1T57617417237499
13222,11b0b8495f164b913c6d5ca87dfad421c3d08925,NMB16428172567051
13223,27f0e5459ffe40f013aee200bc58b7d652c07efe,WDB23437272774252
13224,ff5ff2d8be206176ec7b3f875ac672c6b745678b,W1T55258185175854
13225,4e7b235b6388a728f64e6da471dabed2987013f9,WEB12824976279215
13226,9f9211e926845672d1965aae1eaf846e387a03f1,NMB12009731301308
13227,9685930e83aebde1d1873926e5ac2a72c2cfd556,W1T16679746873658
13228,ad0a83384842d8bc488a63cdeb9ed48d2abd5fea,WEB45422580232937
13229,65cd09f30436f0bd5bbadf62cb0695a61dd8298d,NMB60606983801932
13230,563d9df0117116e1b2ec72143292cc547f05215d,NMB67570556600989
13231,5da0b0a2be8cc3e1f7b7f8e2e7c5451a8b30e6bb,WEB59595215683816
13232,b6a8ea032bf1dbef508a615ee4107582d937205d,WEB86131796402647
13233,50f658d4e9d98b84a00f1e6d25c32cecfba893ef,WEB60228331846522
13234,364d3680b8ad6ea545d8761b011277dc854cebee,WDB67166947726659
13235,e44ebefcb529a737192bcbb62bfe39fdb98a0b30,W1T92990800284403
13236,d627d2d3a24a54c1aecd60482074a2e80d3e9227,W1T35867399578874
13237,b353bd27d5a8d77edef985c5126074dfa2a669b5,NMB10025133406124
13238,8d1559327f6014f387f9ba1e40a5611ce7564298,WEB17331854136627
13239,006d84f6dc056466959008021962b9382c3ad3f4,W1T80400093662021
13240,9441f9145a7e7858cfcc2fa8ba5a93171eece9a1,W1T48314093454410
13241,f55305f9d125240485a123f40ebc1e6798001338,WEB42744143953021
13242,aa32cfb9546741d3d0857fed53c8f9330526959c,W1T90509168954947
13243,400d232660841f3c0eae5f09837894163f10e633,W1T61959093419798
13244,ca66f0195a185a1ec6715e2a4b2645f85bdf2c4b,WEB38252512598718
13245,ee4030e2856d6e307c1cc3a8773b3e1d83ef959a,NMB26234020685704
13246,cc79d8b54e4f06f1eaf023a34e47d51379b4bef5,WDB32278722747272
13247,78096ef677da741d0db601f7b6e4a18a09729358,WEB96095096919432
13248,6de73cbec24f8442349f1a71ef4a275a328ce5fd,W1T38860126726467
13249,a3302c48d3f0b0654bb49cfa2445f29aad2a6b33,WEB59099398688818
13250,b252eb664c7e64fa00ce61415c88a84a9557bd6a,NMB73397085122000
13251,15d6c15940ecacf62e3d259ef65fe71fc5c9227d,WEB14492586668326
13252,371e4938c4f3f29d2f362af6c19922f1049a26fe,WEB10568260849483
13253,29e3c20dd54c48199df4ef2aa026d6cd118eb578,W1T91736317561394
13254,0fef30f2e3dccd740597cd1576f5c264443c259f,WEB58759382317521
13255,403fc1e3e4b93a2a010bd6a0235a61a5e38edb20,WDB68666096025934
13256,9b841904f4efe1d64cd56175f5a9a936096e4b7c,WDB93673625229906
13257,c5747bfbfaf26a1f0bab92da419e244453571f54,NMB28339541656054
13258,6eb95f9db983549fb3ed43db7d173663e5a64f50,NMB20865644652911
13259,b2b1523ebe821c15f1336ae14935ebf5a96b0b2f,WEB34334074441273
13260,445b197613593cb46fc3f1b86f3d2c4d7a136f2d,WDB11884055547940
13261,00c77527704eeb5fb22967a3c1a3d89b8845167a,WDB87714619566269
13262,abb50578951542b1beb9c5646852c35982b848fe,NMB24028984833676
13263,9e93bbf84f048bed3a5253c6c64c22549f3da065,WEB22319734761396
13264,9616ada4f4e0cb6f15a161990c1ee8c65157434f,NMB75927203957501
13265,25be344357702c753413c08167b654cf76e03f06,NMB22291494602998
13266,111ad19452334fd964d441da890f725686d07175,NMB63094320381657
13267,9dc3f5919987d228c4294cb331142fed4d9ef24a,W1T64889652264994
13268,4f4c17beaab25276accac2e99df4b2cf0a525b4e,NMB34863495501861
13269,c6c20a37e8c9522f021d805789d3bc018d0866c2,NMB33799350922531
13270,8d928fe97a74befff077ef787351a72605208a13,NMB32746548943676
13271,f0e0b0a738e053dceb324bcf1c29ee6d5ea2af85,W1T23082804896182
13272,f8485f2fbd23e7b2397bbefc016d80df7a9007cf,W1T72309630531248
13273,659056bb23164e3e4e5c337daad4295df940f0c4,WDB73324654174332
13274,48853f156a88ed7b48acc11c5992808d5c6f9638,NMB79460785282243
13275,68f723abd154c68fac2e8b3ae4057441c102b1c9,WDB21401302008870
13276,05daf0ad5379a018c28e6db5d02bafbf6e9b77f6,WDB19401682056973
13277,4f7a0c1f7cef0981eaa964bce57b670cfdcbc2e4,NMB31517136928582
13278,a1c4c1ac290641c60bf7e9b774e63e76f729f840,WEB59674272427763
13279,652825c84c3a1525fcb5b4893823f3ec137a02e5,WEB74050138424797
13280,bd8eaaaba638884a1041b8993a7cda80eab6d9e0,WDB90695594833447
13281,fd3564f915a1b18ebe4846e2d45f0276b870d6e7,WDB27893336054115
13282,cbe24c8a32f0c76e29738aa2281c73c47a99b2ea,W1T24900444416878
13283,99378a098f3360295e43f999d6a172f20de6e0e6,W1T20551064606261
13284,2b52d73a768c6a68bb149f9b1e2014a514cabede,WDB66259328666180
13285,5b53d2b63f43f91313b3735e9545d90db35f5977,WEB98881311205260
13286,7369fbeb3a3f6abf22294f4176feab30129e1017,WDB60468718828945
13287,8278dc1096e82677b207449f4da22a450c1fbe84,WEB33902835074924
13288,3f131749da6b3b2b0fc874a2b76119aace8ccfc4,NMB96827544511309
13289,8743d57894efc9dbec58cbf52b56bb3cf3c09e18,WEB79808898361113
13290,65e1d722c842812eda63702af4f23c6a2fb520c0,WEB17321823916427
13291,9726b1bfe4a43cfa0c20ce10e4e2410db5a7e1bb,WDB37759936054395
13292,8124dd3bc171ebba6f49985cbba6afc444480f45,NMB79120065736204
13293,74d6958800809778f07dbbce47fad6e568ab9551,WDB46770679040305
13294,01fe1b93d94396525c5366fb9fde45f588926dc8,WDB72727831648757
13295,8f973589ebc659de981fee1f39a218d921912273,NMB42780876142592
13296,5df456fb65ce105d04638f1081b2e9ef31920c14,WDB70600079639291
13297,93ed8fb3f2111f46e8093183ccb44940db2c7a4d,W1T34195795580956
13298,7a79b0bc3134d797dcec932a9ecc61f01bbb0c69,NMB10779031139883
13299,29124a9daee66b1f71b0947fe5af4fa0ecd5bc9e,WEB67189627844344
13300,1869aef5a77503ce500257ae7ba50973e3dd5b8d,NMB59275887933173
13301,d958e0d78e1c71c5baad4aa10162bbb81b323aba,W1T75334424390968
13302,a08be913f4bc43211310d5d4be0aa784606d46cd,WDB44515647627592
13303,c356023bd9aa15a8338398f18d6c7bc0bc165d6f,W1T54903474924893
13304,6e4c82441d9c08d484dbdf98d2332d9df43d4f1d,NMB29283520192359
13305,60016f37068caff1cbaa0e2e0d40e0f45dea3b6d,W1T58928190130083
13306,0f71c00df1eb05e925a6984a9e55a998d1d6340e,W1T27280373974092
13307,38c93467cdbf2953af53833b49f2631081d415d8,WEB98671305858148
13308,c37f8cc88e3ab5db71281cd102ca0a63d80a67c5,W1T38364925411853
13309,c15e309c452fd8bf6c1ae903d12d089736af20d3,NMB63780856681109
13310,401779cc7d96849344ac751c2916cd1f1b28081e,WDB23479877832274
13311,fca4f54447a054dcb86035278d24ca56740ed50a,W1T15809897798733
13312,00ac54db69e229490fab5056c1f2055397526fce,NMB98108047157569
13313,cb293f702d1b784c02ecc0274961de5f03e0ca0f,WDB76880771944888
13314,aae65bdade1f2c267588e78c6a32a59db9795044,W1T57935436167503
13315,8eee96a97a19217bd110500ee2766a61b2213df8,NMB62788081704515
13316,75fccf06d37737fa2ffe3666fa99246a84911b91,WEB52202378742417
13317,d40d063016852b350081492ba01f35384567f5f4,W1T49497236803881
13318,b4002fbb5e38c0d37eb163a9916b9dd853663c61,W1T48056902492255
13319,b399028fca20d9707a8723243a05a4c04fa4868a,WDB16819646094113
13320,dd1c044c1ab27b30432a2b80d0a866e48ae9c8cd,W1T65915650650810
13321,a344d2b1ac7b09b0cc81be83d751b355832ff08c,WDB25755099738641
13322,b5cd7482f2cd47501ea97d134bdbc819626111fa,WEB21226155632395
13323,49473b3ea3cedba99a00862d04c3e62033f58026,W1T78579130745764
13324,f0be461a9bc85cc0eabf1ca3595f0c10d31764c9,WEB40479324328479
13325,7e5f69eecb02c43df644748f331b58baf9763338,NMB78246964802612
13326,058ef709e837e2ed8754e090c5582fa39df368cc,NMB82048992208237
13327,d126a41ce7ef33271cb2a7d5195c0fce61f37b74,W1T27414188895081
13328,3bc0f1cc3f3045bcc6c0bc78027c2e7b9a9712fd,WDB39612348182981
13329,c08c4bac4d43ef134ac07cedd2be108c0707d5a6,WEB10421042383898
13330,c167b26701692d5f76e2487b4aad0bc2909658a5,WEB58611762337693
13331,02c93ec696db16c542c392775754e49c35c90af4,WDB61200883920258
13332,814396ae37c048cb740cc38e555e48acd2e7cca1,NMB55913060534865
13333,d35bbe724fce65ab98f12af8b7bc4c18cfa3c743,W1T95975371886888
13334,33ede124844ea819beb2329db5ed8e167804e8f0,NMB96147099709410
13335,35b0939ca327ce9e0453696e5ade531d7ae018d6,WDB97248356183601
13336,b9bfafd21a2a83d071cc916d4f5a476f4b0e872a,WEB12921745807709
13337,d26f9b495a63ddcaf69b91b292caac2c47be17ce,W1T50337177738282
13338,7269fabc9d7848af6ee1463fd7f4ac169cbc0419,W1T48557228446236
13339,1f1a49cd09c92e93d86490a6b87107c73793e331,WEB61487919583497
13340,df680a57c21ac0da6015c30eb1b984884df51a3d,WEB26615686133795
13341,b2ff99d64578f21bdb8b05acb676893a9d190a74,WDB90409259663572
13342,552a60f255917bc2e7e2d380acd3d53003aad352,W1T33675539243174
13343,70b86dec65a9cd8e3a9910ef840ef0f6470b3260,WEB65748632875793
13344,b5c78df266ffda0846503101159f12895fa33d33,WEB67315741487604
13345,722597bbd84cbfc9a3f98ac0fb3810498985b961,W1T47200350950940
13346,616c77530da0fb3d81a2ca2c2d2e581c15586a1f,W1T42115199461718
13347,c32580ea0f7bc2d44aada426e800e919763cf420,WEB13584604413141
13348,c4329973de70810ad8fcf9c5a267c2ae19b50b8e,W1T10483091490805
13349,54a6d8dec75b309ae769bc9e5d1ac6f782c7bb96,W1T60094437234555
13350,81e7ca381b042d0704413f01750406896554fb11,W1T18553775564758
13351,08902cdff3e220303be6298f9a9d259905cb667b,WDB52026570975328
13352,ba69076ff8661776320086a99ff6f513d96588cf,W1T70715156720564
13353,a4aed90a90563ca82810f2fdbe92062d3331fb34,W1T45067044474557
13354,56f67037ae0976563c279e0ce57fe375e2e27fdc,W1T34836103704023
13355,361c64b030d6b9b6fb4e0a75292328627a4a6543,WEB93840345746772
13356,6539bde4e6be4cdd1c975221604bc419e6bf4243,NMB37782869830258
13357,586bf213735667b8e8070f26d4a57501f162468d,WEB56921202751378
13358,b536e230c1f4d578a5e42a3aa617b6b47b58bb12,WEB82789321401831
13359,ad7fe2e9bcb1533205038e1993b7ba79880669b2,NMB45589720174412
13360,ef61d1f133a69fcf8b8da6a8b6efaa1b0b017e09,W1T13395473835369
13361,f05859358ca5449c7f38c956eb25b32787313f1e,NMB64843812689988
13362,e82fb86ce7a8bd38f1e5e09b0b4ebe129722c52e,WDB49909053453559
13363,0d95b779eaf89f825ebe445570aab2878348bf2c,WDB84009476412747
13364,2b3d1cf5fec46d5ba84216167a5abf4a1025c6ab,WDB38877382432218
13365,493f5702d6b6123605a78d66e66be818646f1891,WEB59168705140023
13366,d98bedf4910a5eaf5203b0f73697bba7d7ccefe6,WEB39978719747536
13367,41ec8882dc3ebfe8e1efba86aebd9d12024984ca,W1T67782627711632
13368,024330d0cc603cdbd412c598d2aa74f1b4e604c4,W1T58954686848961
13369,7059a5fead65f5b728e528d0e635ef1168b09915,WEB13046112296984
13370,e69dd9b0ce9600454d207271cfd340e883813ce8,W1T42072183695663
13371,661adb7395930658ce476a6efd8ef1737b840bd0,WEB83288900638123
13372,caf43bddd410f063d9439125cd8ec2f3b720117f,WEB96493004080993
13373,0c0f772755bfa131f8515c7f25a9734ae73ece1b,NMB92619533034304
13374,886861a0f5f2c8f1aae0c3a94aa11a149026774c,WDB78644189965218
13375,cae917a486df8d41985f9123778c2576d20ace35,WDB85817812918659
13376,f84de6e8d5aced787f0cb87d428882b4b5425bfc,WEB84613398111538
13377,ed6dfcc7685ad192c9b780e2d19ad789ef5818f3,NMB37036933061128
13378,9b86229ca7d576ccbb7acecc5f16f4303d4242dd,NMB87738789022048
13379,8ea5ab7cd5b53be3ca8afe88612077a31dd870dd,WDB53312258994670
13380,fce862dab934b25ec1cf90e03c75a6f397001b42,W1T86621535342872
13381,bc89823c07e28332690e6564162d5b7ee58efd8c,NMB12835795665103
13382,3da3d1ed3f15c0d250988b6429ba5611a4a7fb40,W1T60197255125258
13383,1a26f4355eb4ff63be892ea21db070d330357098,WDB18820678866528
13384,ffc2660fdb13ffb8264c429eee29073e3d39f6cf,WEB33431283844888
13385,83b6c02d469f404376d5d382deac111af18d1953,WEB93977100774279
13386,4787faca34701ad2ea6443237fbb2e039a935323,WDB45912586892913
13387,fcfba9003900d6c7b9864b6f9199487bdde0a166,WDB62543538919087
13388,aee87757e7a7e5ab8c6b5bb1287a1ec730efa148,WDB91433464099772
13389,5d787d46df6ac247353ee78eb8933cc7ecc9e208,WEB62343089652982
13390,d6db373ae5a446cffa5ef99303cd54664bef21fd,NMB53205210688134
13391,ec0ade23a1b9bdd1ecb6ff8dec18ac29f5b5b377,W1T14631632002325
13392,123942f45420357d87fd15f44cc7cc4a8179942d,W1T87017735807041
13393,e9e8347f2ffd3e8ace9875b5fdc01429392c03f5,WDB86419428055935
13394,2669a3facd1f3739f2dca2afa03b1bd756fe96d5,WDB98677260443635
13395,c6d9e274f246f1984f165ede3b2fe41b9d24ec46,WDB40948949095415
13396,6364b9f928786709bf5442d7794462bbe93dd0f2,WDB81050063768588
13397,e52e1fb367d37756b9b352fd39de708ddf75238b,WDB49309989103437
13398,dda0d1e50e4669d19b19404ab512dff3a7438698,WDB50909723921610
13399,afb4c8894e485928293b148849daff9ad815104a,WEB48855319882709
13400,388e0da1b94d88a467fd3d4303f1607013b6be97,NMB34827362187236
13401,fad9289a3b836963f072c79ed21d77e4fc6d21ff,WEB45367881604930
13402,63859c6d25c4040dc51be5300473eedb9353dd01,WDB85405056327263
13403,0d99e655846ec6d8b0f8a23f0a0b310c06a33e0b,WEB13217866984890
13404,7fd006bee5c99a7f97908df5be5116f430f92a03,WDB69694087441266
13405,a68760ad3bfa5bb621cacb4d7201fb0f0a8804e5,NMB55484136989936
13406,7680fa230426915d5cae1c882c15b2b1d4ee9563,WDB10192166902312
13407,d97ad385b78d18a85ad6ad96922c5fea360fe658,WEB91247494130777
13408,32f739cc100b8942add031f5b129513ed9d47811,NMB60217809896465
13409,32a445d53f74e68b804afe70033025dbb06f9e9e,NMB17190556911293
13410,d3da52563e4e4785059ef4de6a12a1684fedef4e,W1T62416524640499
13411,1051e722b5c1fb352790a84494a3900d6d04b72d,WDB32074126487585
13412,d0526513d3e5d99e8f314ecb1dadba442d8ab7f3,W1T27895300060032
13413,13c680d7267fe618065882685c9447bd8c1e1798,WDB31043098769400
13414,a1ce2f8c2001a1416ce0764c97459eea1a5b9716,WDB68827476947310
13415,f318b3aaa949dc97163954323712d9d1fa4c45d1,WEB48733069159690
13416,fabebf2e61d97b01a0d574d55e58482424bfc0b1,NMB31159022269199
13417,454e81ef7718412b15a9e613f29c057e47e40ef8,W1T78261887617339
13418,896bc0ee8dccc549e1545d21d4d6594aefdc8389,WDB86767032183936
13419,83231d09653c6fee134aab7fdda09a42b23a5a92,W1T67966232741769
13420,e92e4cd098eb5f1ea0bbd9daf2b2afce427b2a6d,WEB80550760074488
13421,7af56be43f41302e5fe16226d7a13f52f7f7da9b,WEB86699520734858
13422,954e509d5ae06b28773ccb063138f2c887e718d7,W1T85140132456433
13423,6a3e5e3a23ce1b2cf6b19d0a4129c4346847405c,WEB20810871576437
13424,baa2fc8dfeea2b9edb348182b6409048203ac2f1,WEB42329146150103
13425,812b92d886b2af46b27d7187ec3fa2200b0e9167,W1T81188259404395
13426,f4cb5902340138d3643d637797c5d0ae6bb0f302,WEB57030186512797
13427,cbab609c8a3a9f151d0e3e83d2fe1207244f63e2,WEB35074127437889
13428,cc3dca9b9b00a68bcab094fb3f9b135ee0e06d95,WEB13294659008632
13429,549f190d0fc8bc1768f9645708eb0bb73b26741d,WEB76341461716837
13430,40d59044947c4e87ccea39216d5c1682eea90fd0,NMB24045813682555
13431,32bab10411d99f0d4efaf53b050707409a36aa7a,NMB64991562915098
13432,ebcadb4fe3c6a444c6682770d46052438840bc13,W1T50954493355846
13433,4262511c12e4ffda1340497f837fc141ef331358,W1T65164293834213
13434,68eba6cf0520284395d5a6287aa8eb68525be7e2,WDB92294837198278
13435,a2e4ab858783ade5355c12338d5abd931e616b66,WDB60641029938796
13436,8066e11ba81279bc4e8c6893a9acc772e585b220,WDB43779850441831
13437,2d224a114f48853babdcda131ce5e23ff55c12d6,NMB11478460997346
13438,afb0a7260983e32cccc25a9c065ad93f51cf06a6,WDB50207006452120
13439,4cf21f17ff7045fedd7b99db8d3aa1ab794dbcc3,W1T88296414089536
13440,66bfddd58a170c7839bbcad762b3fa251dda4b89,WDB71347634673202
13441,d7f39e6c3de99d226451e3d34682b521f4580d5f,WEB52255115374644
13442,b9c7e411634f70cdee8e9754a7b658d18f065f89,WDB60864243885873
13443,2375dec4d3914b3646f33d9a2f4d62425ec68386,W1T10293124618742
13444,53c462fb4b84859c804d4a6ccd2c06a5bd8dccc8,WEB13226995722552
13445,e14ebb3fd7c7f16f99745286995e7cadbeed555a,WDB31651030205180
13446,fee01cb5c7e684dcab34e212928ad0579e477690,WEB52762379870340
13447,ae83fa8f03e85b63362067d0246ef93d77c68c06,W1T82802116499866
13448,0cab5fe3a893a153f36521e372cb0dcbe959ae38,WDB25887747001595
13449,84fbb1e87e9ced51763cfe2f61f62ee0b27ab76b,WDB41127083010368
13450,05381be62686cfd6b75c0115ac61f93c272f81ac,WEB81385280972266
13451,42eb598050c050e32b5e9652dc816aba1ca56627,W1T82471068019967
13452,6d210cc9927c4d9e07ddd6311a529886fe8c546c,WDB35324506236038
13453,24d9459eac7b9360b3539bab1bd80da4d3d619ce,W1T89734589224236
13454,106becc6a6e7e296f2e1c70d0abeac9cdfe7837d,WDB94485169438610
13455,50d4afe5664650c2f61e2516225a07330610247a,NMB50028213046876
13456,077ea5694f56e3935b6430b4f420aba3986fa463,WDB99205138440904
13457,90c8e0ad19646694b8df420856dcef5af320200d,WDB87778608662445
13458,cfe65839c306f35c0746a79274a9aa8bdd1a3ed2,WEB54880253359007
13459,c616d9874a91266647af4f7615fbf98bbecf9ee7,NMB87444185027596
